topic,word,weight
34,powiêkszaæ,8
34,luŸny,8
34,majêtnoœæ,8
34,narzeczona,8
34,brakowaæ,8
34,postrach,7
34,zapytaæ,7
34,zgromadzenie,7
34,nieznajomy,6
34,jednostajny,6
34,osa,6
34,szklany,6
34,stryjna,6
34,starczy,6
34,ludnoœæ,6
34,po¿a³owaæ,6
34,kisiel,6
34,polanka,5
34,³agodny,5
34,¿a³oœæ,5
34,postanowienie,5
34,pasowaæ,5
34,zataczaæ,5
34,kapitan,5
34,wid³a,5
34,pragnienie,5
34,w¿e,5
34,tako¿,4
34,nieszczeroœæ,4
34,bia³a,4
34,sklep,4
34,przypatrzyæ,4
35,król,188
35,dobre,83
35,bia³y,67
35,dziecko,60
35,sen,55
35,deszcz,48
35,ognisko,46
35,dot¹d,46
35,skrzyd³o,45
35,le¿eæ,44
35,zbyt,42
35,œmiaæ,37
35,pohybel,37
35,dech,34
35,ruski,29
35,zgubiæ,29
35,pi¹æ,24
35,wprost,23
35,tydzieñ,20
35,przestrach,19
35,wœciek³y,18
35,konny,18
35,równina,18
35,kozak,18
35,czterdzieœci,17
35,chanowy,16
35,ukrywaæ,16
35,zemsta,16
35,wyspa,15
35,skrzetuskim,15
35,spe³niæ,15
35,zajœæ,15
35,przebrany,15
35,smok,15
35,rozpoczynaæ,13
35,stoj¹cy,13
35,zgrzytaæ,13
35,permisja,13
35,przyjemski,13
35,rozci¹gn¹æ,12
35,palec,12
35,ocalenie,12
35,kêpa,12
35,usi³owaæ,11
35,wzywaæ,11
35,przestraszyæ,11
35,zwiesiæ,10
35,oznaka,10
35,nieludzki,10
35,miêkki,9
36,iœæ,373
36,noc,262
36,wojska,153
36,naprzód,142
36,wo³aæ,140
36,dobry,139
36,rzecz,133
36,nowa,114
36,powiadaæ,105
36,trzymaæ,94
36,porwaæ,94
36,poznaæ,94
36,broniæ,81
36,rad,81
36,miecz,79
36,ci¹gn¹æ,78
36,szturm,75
36,szabel,71
36,potê¿ny,69
36,zrobiæ,67
36,dym,64
36,³za,60
36,zupe³nie,57
36,kupa,56
36,okolica,55
36,id,54
36,blady,53
36,zdrajca,50
36,jêzyk,50
36,otoczyæ,49
36,huk,47
36,chwyciæ,47
36,rycerstwo,45
36,nieszczêœcie,43
36,tu¿,39
36,ten¿e,38
36,ból,36
36,s³odki,34
36,cieñ,33
36,znajda,33
36,znaczyæ,32
36,zwaæ,31
36,dlaczego,30
36,dzwon,28
36,brakn¹æ,28
36,œwiêty,27
36,smutek,27
36,wspomnieæ,26
36,po¿ar,25
36,rebelia,24
37,mówiæ,691
37,mój,430
37,wojna,244
37,myœleæ,242
37,serce,224
37,ksi¹¿êcy,211
37,niebo,145
37,list,140
37,brzeg,135
37,bohun,129
37,uciekaæ,128
37,oto,119
37,prosiæ,112
37,rzuciæ,109
37,razem,102
37,pewnie,94
37,dziki,90
37,semen,81
37,wydaæ,79
37,zgin¹æ,79
37,zawsze,74
37,wraz,73
37,dostaæ,73
37,wierzyæ,70
37,znak,64
37,walka,62
37,rzêdzian,62
37,nehemiasza,61
37,mowa,59
37,dawno,58
37,czerwona,56
37,hej,56
37,nieszczêsny,54
37,przychodziæ,52
37,¿al,50
37,³aska,49
37,stado,48
37,mimo,47
37,uciec,46
37,odpowiedŸ,45
37,maiæ,43
37,spokojnie,43
37,paliæ,42
37,wytrzymaæ,38
37,kolano,38
37,grobla,37
37,j¹æ,36
37,stra¿nik,36
37,gwar,35
37,przypomnieæ,34
38,liczba,18
38,g³odny,9
38,wzgl¹d,8
38,srebro,8
38,niepohamowany,7
38,warczeæ,6
38,zaopatrzyæ,6
38,brzask,6
38,rzeczywisty,5
38,powodowaæ,5
38,ulubiony,5
38,zawód,5
38,œciêty,5
38,rzut,5
38,mo¿liwy,5
38,kierowaæ,5
38,szczêœliwoœæ,5
38,hadziacki,5
38,mieszek,4
38,zadumaæ,4
38,delikatny,4
38,joho,4
38,bity,4
38,zlitowaæ,4
38,excepto,4
38,ktokolwiek,3
38,sokolniczy,3
38,usuwaæ,3
38,zmiêkn¹æ,3
38,zwierzchnik,3
38,odsy³aæ,3
38,dowbysz,3
38,wo³owy,3
38,reprezentacja,2
38,zakres,2
38,artyku³,2
38,sufit,2
38,œcigan,2
38,nabieg³y,2
38,krzywdziæ,2
38,pod¹¿yæ,2
38,tajaæ,2
38,przybli¿yæ,2
38,zawrót,2
38,wyssaæ,2
38,zeskakiwaæ,2
38,zgrzybia³y,2
38,umieœciæ,2
38,odzyskanie,2
38,zaloty,2
39,gdy,545
39,jechaæ,316
39,nic,273
39,krew,241
39,hetman,233
39,coraz,217
39,noga,181
39,s³yszeæ,172
39,nikt,164
39,œwiat,141
39,¿ycie,138
39,widaæ,122
39,góra,114
39,odrzec,97
39,zacz¹æ,95
39,odeprzeæ,94
39,kniahini,92
39,drzwi,86
39,widok,85
39,doœæ,79
39,dojœæ,78
39,cicho,76
39,przerwaæ,76
39,bunt,72
39,bo¿y,68
39,królewski,67
39,powtarzaæ,67
39,okrzyk,64
39,mrukn¹æ,63
39,syn,62
39,oficer,62
39,burza,57
39,wrzask,55
39,wpaœæ,55
39,nó¿,53
39,lekki,50
39,reszta,50
39,krzywda,49
39,owo,49
39,wœciek³oœæ,49
39,krzywonos,49
39,cz³ek,47
39,cisza,45
39,ciê¿ko,45
39,kwatera,45
39,kark,44
39,ej,43
39,trzeci,43
39,podnosiæ,42
39,tamten,41
40,pan,2152
40,tak,1172
40,siebie,628
40,ca³y,576
40,chwila,514
40,g³owa,493
40,cz³owiek,479
40,czas,469
40,taki,378
40,daæ,348
40,dobrze,287
40,jakiœ,230
40,powiedzieæ,218
40,œmieræ,201
40,jegomoœæ,200
40,mo³ojec,186
40,szlachcic,152
40,kilka,144
40,drugi,142
40,wa³,127
40,¿aden,123
40,nieprzyjaciel,120
40,ch³op,118
40,pierwszy,116
40,stan¹æ,112
40,znaleŸæ,104
40,bardzo,103
40,przyjaciel,102
40,pomoc,101
40,potêga,96
40,dlatego,93
40,milczenie,92
40,straszliwy,92
40,dom,91
40,prêdko,89
40,okop,84
40,spotkaæ,82
40,ucho,78
40,postaæ,74
40,diabe³,74
40,puœciæ,72
40,w³asny,67
40,dziwny,65
40,zatrzymaæ,65
40,ruszaæ,63
40,wiele,62
40,ojciec,62
40,spokojny,61
40,polski,61
40,porucznik,61
