0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,32,0,4
255,330,17637,224,227,293,4715,1759,4333,219,322,428,6335,176,3233,1424,9248,1089,565,2260,6415,473,5264,240,460,2499,321,268,2545,23171,253,4754,1097,618,2118,5621,7815,224,8286,16497
