doc,type,topic,count
1,1639,25,15
1,1640,32,15
1,1641,8,15
1,1642,20,15
1,1643,38,15
1,1644,2,15
1,1645,20,15
1,1646,14,15
1,1647,39,15
1,1648,22,15
1,1649,34,15
1,1650,39,15
1,1651,6,15
1,1652,2,15
1,1653,2,15
1,1654,12,15
1,1655,35,15
1,1656,2,15
1,1657,32,15
1,1658,19,15
1,1659,36,15
1,1660,2,15
1,1661,7,15
1,1662,34,15
1,1663,34,15
1,1664,19,15
1,1665,12,15
1,1666,22,15
1,1667,38,15
1,1668,25,15
1,1669,8,15
1,1670,16,15
1,1671,39,15
1,1672,35,15
1,1673,2,15
1,1674,14,15
1,1675,16,15
1,1676,36,15
1,1677,29,15
1,1678,2,15
1,1679,39,15
1,1680,34,15
1,1681,8,17
1,1682,29,15
1,1683,31,15
1,1684,19,15
1,1685,39,15
1,1686,12,15
1,1687,7,15
1,1688,28,15
1,1689,7,15
1,1690,33,15
1,1691,31,15
1,1692,17,15
1,1693,29,15
1,1694,36,15
1,1695,35,15
1,1696,16,15
1,1697,29,15
1,1698,38,15
1,1699,19,15
1,1700,31,15
1,1701,15,15
1,1702,12,15
1,1703,14,15
1,1704,20,15
1,1705,39,15
1,1706,20,15
1,1707,38,15
1,1708,15,14
1,1709,38,14
1,1710,31,14
1,1711,35,14
1,1712,17,14
1,1713,32,14
1,1714,28,14
1,1715,20,14
1,1716,16,14
1,1717,8,14
1,1718,8,14
1,1719,31,14
1,1720,38,14
1,1721,39,14
1,1722,31,14
1,1723,38,14
1,1724,39,14
1,1725,7,14
1,1726,38,14
1,1727,2,14
1,1728,29,14
1,1729,31,14
1,1730,39,14
1,1731,8,14
1,1732,12,14
1,1733,16,14
1,1734,32,14
1,1735,29,14
1,1736,16,14
1,1737,2,14
1,1738,0,14
1,1739,39,14
1,1740,14,14
1,1741,16,14
1,1742,7,14
1,1743,20,14
1,1744,38,14
1,1745,22,14
1,1746,35,14
1,1747,29,14
1,1748,2,14
1,1749,29,14
1,1750,29,14
1,1751,2,14
1,1752,20,14
1,1753,28,14
1,1754,25,14
1,1755,2,14
1,1756,12,14
1,1757,22,14
1,1758,39,14
1,1759,6,14
1,1760,38,14
1,1761,39,14
1,1762,2,14
1,1763,19,14
1,1764,25,14
1,1765,39,14
1,1766,32,14
1,1767,39,14
1,1768,39,14
1,1769,20,14
1,1770,35,14
1,1771,31,14
1,1772,6,14
1,1773,8,14
1,1774,6,14
1,1775,12,14
1,1776,39,15
1,1777,31,14
1,1778,7,14
1,1779,20,14
1,1780,16,14
1,1781,29,14
1,1782,22,14
1,1783,32,14
1,1784,36,14
1,1785,8,14
1,1786,28,14
1,1787,16,14
1,1788,16,14
1,1789,6,14
1,1790,39,14
1,1791,6,14
1,1792,39,14
1,1793,25,14
1,1794,36,14
1,1795,17,14
1,1796,2,14
1,1797,8,14
1,1798,6,14
1,1799,29,14
1,1800,6,14
1,1801,39,14
1,1802,36,14
1,1803,35,14
1,1804,36,14
1,1805,21,14
1,1806,2,14
1,1807,36,14
1,1808,16,14
1,1809,8,14
1,1810,36,14
1,1811,16,14
1,1812,15,14
1,1813,28,14
1,1814,16,14
1,1815,12,14
1,1816,2,14
1,1817,31,14
1,1818,14,14
1,1819,6,14
1,1820,20,14
1,1821,12,14
1,1822,36,14
1,1823,6,14
1,1824,6,14
1,1825,35,14
1,1826,2,14
1,1827,8,14
1,1828,29,13
1,1829,16,13
1,1830,34,13
1,1831,35,13
1,1832,15,13
1,1833,34,13
1,1834,12,13
1,1835,29,13
1,1836,17,13
1,1837,39,13
1,1838,39,13
1,1839,7,13
1,1840,8,13
1,1841,25,13
1,1842,18,13
1,1843,35,13
1,1844,6,13
1,1845,8,13
1,1846,16,13
1,1847,2,13
1,1848,19,13
1,1849,32,13
1,1850,39,13
1,1851,28,13
1,1852,38,13
1,1853,20,13
1,1854,22,13
1,1855,25,13
1,1856,35,13
1,1857,22,13
1,1858,28,13
1,1859,2,13
1,1860,19,13
1,1861,35,13
1,1862,6,13
1,1863,20,13
1,1864,35,13
1,1865,16,13
1,1866,22,13
1,1867,35,13
1,1868,39,13
1,1869,28,13
1,1870,6,13
1,1871,2,13
1,1872,31,13
1,1873,38,13
1,1874,35,13
1,1875,22,13
1,1876,16,13
1,1877,20,13
1,1878,31,13
1,1879,31,13
1,1880,8,13
1,1881,6,13
1,1882,6,13
1,1883,34,13
1,1884,29,13
1,1885,12,13
1,1886,12,13
1,1887,7,13
1,1888,12,13
1,1889,31,13
1,1890,35,13
1,1891,16,13
1,1892,31,13
1,1893,17,13
1,1894,38,13
1,1895,22,13
1,1896,25,13
1,1897,6,13
1,1898,19,13
1,1899,6,13
1,1900,20,13
1,1901,16,13
1,1902,22,13
1,1903,7,13
1,1904,39,13
1,1905,31,13
1,1906,36,13
1,1907,29,13
1,1908,29,13
1,1909,39,13
1,1910,22,13
1,1911,2,13
1,1912,38,13
1,1913,2,13
1,1914,10,13
1,1915,29,13
1,1916,18,13
1,1917,14,13
1,1918,36,13
1,1919,38,13
1,1920,36,13
1,1921,16,13
1,1922,38,13
1,1923,20,13
1,1924,12,13
1,1925,28,13
1,1926,15,13
1,1927,6,13
1,1928,7,13
1,1929,17,13
1,1930,8,13
1,1931,20,13
1,1932,35,13
1,1933,39,13
1,1934,31,13
1,1935,36,13
1,1936,31,13
1,1937,29,13
1,1938,28,13
1,1939,12,13
1,1940,12,13
1,1941,7,13
1,1942,22,13
1,1943,35,13
1,1944,34,13
1,1945,12,13
1,1946,2,13
1,1947,34,13
1,1948,21,13
1,1949,2,12
1,1950,39,12
1,1951,29,12
1,1952,38,12
1,1953,35,12
1,1954,39,12
1,1955,31,12
1,1956,16,12
1,1957,12,12
1,1958,2,12
1,1959,15,12
1,1960,31,12
1,1961,8,12
1,1962,35,12
1,1963,34,12
1,1964,29,12
1,1965,6,12
1,1966,14,12
1,1967,39,12
1,1968,35,12
1,1969,22,12
1,1970,16,12
1,1971,39,12
1,1972,20,12
1,1973,39,12
1,1974,38,12
1,1975,20,12
1,1976,7,12
1,1977,36,12
1,1978,35,12
1,1979,38,12
1,1980,20,12
1,1981,36,12
1,1982,36,12
1,1983,16,12
1,1984,2,12
1,1985,31,12
1,1986,24,12
1,1987,22,12
1,1988,29,12
1,1989,39,12
1,1990,16,12
1,1991,34,18
1,1992,31,12
1,1993,36,12
1,1994,36,12
1,1995,38,12
1,1996,33,12
1,1997,16,12
1,1998,36,12
1,1999,19,12
1,2000,16,12
1,2001,6,12
1,2002,25,12
1,2003,29,12
1,2004,38,12
1,2005,38,12
1,2006,38,12
1,2007,39,12
1,2008,6,12
1,2009,31,12
1,2010,15,12
1,2011,2,12
1,2012,35,12
1,2013,24,12
1,2014,36,12
1,2015,16,12
1,2016,22,12
1,2017,6,12
1,2018,29,12
1,2019,29,12
1,2020,22,12
1,2021,7,12
1,2022,2,12
1,2023,28,12
1,2024,38,12
1,2025,20,12
1,2026,28,12
1,2027,28,12
1,2028,16,12
1,2029,22,12
1,2030,6,12
1,2031,15,12
1,2032,2,12
1,2033,22,12
1,2034,22,12
1,2035,2,12
1,2036,14,12
1,2037,6,12
1,2038,29,12
1,2039,39,12
1,2040,15,12
1,2041,12,12
1,2042,28,12
1,2043,16,12
1,2044,16,12
1,2045,16,12
1,2046,12,12
1,2047,20,12
1,2048,38,12
1,2049,39,12
1,2050,29,12
1,2051,39,12
1,2052,12,12
1,2053,12,12
1,2054,32,12
1,2055,22,12
1,2056,16,12
1,2057,34,12
1,2058,38,12
1,2059,38,12
1,2060,8,12
1,2061,2,12
1,2062,22,12
1,2063,24,12
1,2064,17,12
1,2065,33,12
1,2066,8,12
1,2067,39,12
1,2068,28,12
1,2069,14,12
1,2070,7,12
1,2071,28,12
1,2072,20,12
1,2073,28,12
1,2074,33,12
1,2075,34,12
1,2076,22,12
1,2077,16,12
1,2078,16,12
1,2079,25,12
1,2080,6,12
1,2081,2,12
1,2082,2,12
1,2083,31,12
1,2084,6,12
1,2085,6,12
1,2086,12,12
1,2087,25,12
1,2088,38,12
1,2089,39,12
1,2090,38,12
1,2091,39,12
1,2092,22,12
1,2093,31,12
1,2094,8,12
1,2095,28,12
1,2096,22,12
1,2097,15,12
1,2098,38,12
1,2099,2,12
1,2100,36,12
1,2101,16,12
1,2102,20,12
1,2103,7,12
1,2104,22,12
1,2105,20,12
1,2106,16,11
1,2107,29,11
1,2108,28,11
1,2109,6,11
1,2110,22,11
1,2111,25,11
1,2112,14,11
1,2113,2,11
1,2114,25,11
1,2115,19,11
1,2116,22,11
1,2117,29,11
1,2118,33,11
1,2119,14,11
1,2120,35,11
1,2121,2,11
1,2122,7,11
1,2123,7,11
1,2124,34,11
1,2125,18,11
1,2126,8,11
1,2127,7,11
1,2128,29,11
1,2129,28,11
1,2130,39,11
1,2131,31,11
1,2132,39,11
1,2133,29,11
1,2134,19,11
1,2135,15,11
1,2136,36,11
1,2137,36,11
1,2138,17,11
1,2139,12,11
1,2140,29,11
1,2141,2,11
1,2142,14,11
1,2143,39,11
1,2144,22,11
1,2145,19,11
1,2146,39,11
1,2147,35,11
1,2148,14,11
1,2149,32,11
1,2150,7,11
1,2151,29,11
1,2152,36,11
1,2153,36,11
1,2154,19,11
1,2155,24,11
1,2156,39,11
1,2157,39,11
1,2158,22,11
1,2159,29,11
1,2160,9,11
1,2161,29,11
1,2162,16,11
1,2163,20,11
1,2164,6,11
1,2165,12,11
1,2166,38,11
1,2167,39,11
1,2168,10,11
1,2169,2,11
1,2170,29,11
1,2171,29,11
1,2172,29,11
1,2173,12,11
1,2174,36,11
1,2175,20,11
1,2176,22,11
1,2177,29,11
1,2178,29,11
1,2179,6,11
1,2180,25,11
1,2181,18,11
1,2182,31,11
1,2183,16,11
1,2184,15,11
1,2185,39,11
1,2186,25,11
1,2187,36,11
1,2188,20,11
1,2189,39,11
1,2190,36,11
1,2191,24,11
1,2192,16,11
1,2193,32,11
1,2194,17,11
1,2195,36,11
1,2196,20,11
1,2197,12,11
1,2198,39,11
1,2199,2,11
1,2200,39,11
1,2201,12,11
1,2202,36,11
1,2203,31,11
1,2204,12,11
1,2205,6,11
1,2206,29,11
1,2207,8,11
1,2208,34,11
1,2209,14,11
1,2210,36,11
1,2211,31,13
1,2212,35,11
1,2213,29,11
1,2214,22,11
1,2215,31,11
1,2216,34,11
1,2217,32,11
1,2218,31,11
1,2219,17,11
1,2220,20,11
1,2221,14,11
1,2222,36,11
1,2223,33,11
1,2224,36,11
1,2225,16,11
1,2226,36,11
1,2227,39,11
1,2228,19,11
1,2229,31,11
1,2230,7,11
1,2231,36,11
1,2232,29,11
1,2233,22,11
1,2234,28,11
1,2235,25,11
1,2236,17,11
1,2237,28,11
1,2238,6,11
1,2239,35,11
1,2240,29,11
1,2241,19,11
1,2242,8,11
1,2243,0,11
1,2244,39,11
1,2245,22,11
1,2246,15,11
1,2247,36,11
1,2248,31,11
1,2249,1,11
1,2250,32,11
1,2251,31,11
1,2252,28,11
1,2253,28,11
1,2254,25,11
1,2255,22,11
1,2256,20,11
1,2257,39,11
1,2258,8,11
1,2259,8,11
1,2260,32,11
1,2261,16,11
1,2262,6,11
1,2263,14,11
1,2264,20,11
1,2265,29,11
1,2266,19,11
1,2267,20,11
1,2268,6,11
1,2269,20,11
1,2270,25,11
1,2271,29,11
1,2272,6,11
1,2273,33,11
1,2274,38,11
1,2275,39,11
1,2276,36,11
1,2277,33,11
1,2278,18,11
1,2279,15,11
1,2280,28,11
1,2281,22,11
1,2282,38,11
1,2283,7,11
1,2284,20,11
1,2285,6,11
1,2286,29,11
1,2287,2,11
1,2288,2,11
1,2289,35,11
1,2290,2,11
1,2291,15,10
1,2292,38,10
1,2293,31,10
1,2294,31,10
1,2295,16,10
1,2296,6,10
1,2297,15,10
1,2298,31,10
1,2299,6,10
1,2300,6,10
1,2301,12,10
1,2302,35,10
1,2303,14,10
1,2304,16,10
1,2305,16,10
1,2306,38,10
1,2307,38,10
1,2308,22,10
1,2309,39,10
1,2310,8,10
1,2311,12,10
1,2312,12,10
1,2313,31,10
1,2314,15,10
1,2315,14,10
1,2316,14,11
1,2317,39,10
1,2318,14,10
1,2319,18,10
1,2320,29,10
1,2321,39,10
1,2322,31,10
1,2323,12,10
1,2324,35,10
1,2325,15,10
1,2326,35,10
1,2327,17,10
1,2328,39,10
1,2329,19,10
1,2330,16,10
1,2331,38,10
1,2332,7,10
1,2333,29,10
1,2334,17,10
1,2335,14,10
1,2336,29,10
1,2337,12,10
1,2338,27,10
1,2339,20,10
1,2340,14,10
1,2341,0,10
1,2342,22,10
1,2343,12,10
1,2344,33,10
1,2345,38,10
1,2346,22,10
1,2347,32,10
1,2348,31,10
1,2349,39,10
1,2350,33,10
1,2351,19,10
1,2352,8,10
1,2353,16,10
1,2354,8,10
1,2355,20,10
1,2356,22,10
1,2357,34,12
1,2358,36,10
1,2359,28,10
1,2360,31,10
1,2361,34,10
1,2362,35,10
1,2363,12,10
1,2364,16,10
1,2365,16,10
1,2366,38,10
1,2367,36,10
1,2368,19,10
1,2369,12,10
1,2370,20,10
1,2371,17,10
1,2372,29,10
1,2373,33,10
1,2374,35,10
1,2375,39,10
1,2376,6,10
1,2377,39,10
1,2378,31,10
1,2379,8,10
1,2380,39,10
1,2381,25,10
1,2382,8,10
1,2383,19,10
1,2384,39,10
1,2385,31,10
1,2386,20,10
1,2387,21,10
1,2388,20,10
1,2389,29,10
1,2390,38,10
1,2391,31,10
1,2392,5,10
1,2393,2,10
1,2394,2,10
1,2395,19,10
1,2396,12,10
1,2397,7,10
1,2398,34,10
1,2399,16,10
1,2400,33,10
1,2401,29,10
1,2402,32,10
1,2403,6,10
1,2404,29,10
1,2405,29,10
1,2406,2,10
1,2407,38,11
1,2408,16,10
1,2409,2,10
1,2410,15,10
1,2411,35,10
1,2412,36,10
1,2413,19,10
1,2414,1,10
1,2415,26,10
1,2416,22,10
1,2417,12,10
1,2418,2,11
1,2419,20,10
1,2420,29,10
1,2421,8,10
1,2422,6,10
1,2423,21,10
1,2424,15,10
1,2425,15,10
1,2426,12,10
1,2427,39,10
1,2428,25,10
1,2429,29,10
1,2430,38,10
1,2431,0,10
1,2432,17,10
1,2433,2,10
1,2434,20,10
1,2435,39,10
1,2436,6,10
1,2437,31,10
1,2438,31,10
1,2439,14,10
1,2440,25,10
1,2441,39,10
1,2442,38,10
1,2443,38,10
1,2444,1,10
1,2445,31,10
1,2446,2,10
1,2447,22,10
1,2448,34,10
1,2449,25,10
1,2450,39,10
1,2451,19,10
1,2452,8,10
1,2453,25,10
1,2454,36,10
1,2455,19,10
1,2456,12,10
1,2457,7,10
1,2458,2,10
1,2459,29,10
1,2460,38,10
1,2461,39,10
1,2462,8,10
1,2463,25,10
1,2464,2,10
1,2465,31,10
1,2466,24,10
1,2467,38,10
1,2468,18,9
1,2469,39,9
1,2470,16,9
1,2471,12,9
1,2472,15,9
1,2473,1,9
1,2474,19,9
1,2475,38,9
1,2476,11,9
1,2477,32,9
1,2478,17,9
1,2479,28,9
1,2480,39,9
1,2481,15,9
1,2482,8,9
1,2483,17,9
1,2484,8,9
1,2485,19,9
1,2486,7,9
1,2487,22,9
1,2488,18,9
1,2489,7,9
1,2490,25,9
1,2491,21,9
1,2492,19,9
1,2493,12,9
1,2494,31,9
1,2495,26,9
1,2496,32,9
1,2497,35,9
1,2498,35,9
1,2499,11,9
1,2500,19,9
1,2501,8,9
1,2502,20,9
1,2503,6,9
1,2504,2,9
1,2505,2,9
1,2506,6,9
1,2507,20,9
1,2508,19,9
1,2509,25,9
1,2510,30,9
1,2511,22,9
1,2512,22,9
1,2513,39,9
1,2514,8,9
1,2515,36,9
1,2516,8,9
1,2517,15,9
1,2518,28,9
1,2519,25,9
1,2520,20,9
1,2521,34,9
1,2522,31,9
1,2523,34,9
1,2524,34,9
1,2525,16,11
1,2526,38,9
1,2527,6,9
1,2528,35,9
1,2529,2,9
1,2530,21,9
1,2531,19,9
1,2532,29,9
1,2533,8,9
1,2534,16,9
1,2535,16,9
1,2536,38,9
1,2537,7,9
1,2538,35,9
1,2539,12,9
1,2540,34,9
1,2541,35,9
1,2542,12,9
1,2543,6,9
1,2544,22,9
1,2545,6,9
1,2546,36,9
1,2547,36,9
1,2548,38,9
1,2549,16,9
1,2550,2,9
1,2551,22,9
1,2552,16,9
1,2553,16,9
1,2554,16,9
1,2555,28,9
1,2556,20,9
1,2557,20,9
1,2558,8,9
1,2559,39,10
1,2560,31,9
1,2561,29,9
1,2562,7,9
1,2563,2,9
1,2564,31,9
1,2565,39,9
1,2566,29,9
1,2567,16,9
1,2568,2,9
1,2569,8,9
1,2570,22,9
1,2571,17,9
1,2572,20,9
1,2573,35,9
1,2574,6,9
1,2575,16,9
1,2576,20,9
1,2577,8,9
1,2578,25,9
1,2579,32,9
1,2580,35,9
1,2581,36,9
1,2582,6,9
1,2583,31,9
1,2584,39,9
1,2585,2,9
1,2586,38,9
1,2587,31,9
1,2588,8,9
1,2589,12,9
1,2590,2,9
1,2591,39,9
1,2592,36,9
1,2593,12,9
1,2594,35,9
1,2595,35,9
1,2596,39,9
1,2597,25,9
1,2598,15,9
1,2599,20,9
1,2600,12,9
1,2601,28,9
1,2602,35,9
1,2603,16,9
1,2604,23,9
1,2605,31,9
1,2606,19,9
1,2607,32,9
1,2608,39,9
1,2609,29,9
1,2610,19,9
1,2611,28,9
1,2612,30,9
1,2613,28,9
1,2614,16,9
1,2615,11,9
1,2616,36,9
1,2617,12,9
1,2618,2,9
1,2619,2,9
1,2620,16,9
1,2621,24,9
1,2622,9,9
1,2623,2,9
1,2624,19,9
1,2625,35,9
1,2626,32,9
1,2627,28,9
1,2628,24,9
1,2629,2,9
1,2630,12,9
1,2631,36,9
1,2632,20,9
1,2633,0,9
1,2634,17,9
1,2635,14,9
1,2636,39,9
1,2637,22,9
1,2638,36,9
1,2639,39,9
1,2640,2,9
1,2641,22,9
1,2642,36,9
1,2643,11,9
1,2644,12,9
1,2645,38,9
1,2646,37,9
1,2647,20,9
1,2648,2,9
1,2649,10,9
1,2650,35,9
1,2651,16,10
1,2652,14,9
1,2653,30,9
1,2654,12,9
1,2655,31,9
1,2656,14,9
1,2657,18,9
1,2658,17,9
1,2659,35,9
1,2660,5,9
1,2661,2,9
1,2662,14,9
1,2663,17,9
1,2664,29,9
1,2665,32,10
1,2666,8,9
1,2667,7,9
1,2668,12,9
1,2669,22,9
1,2670,36,9
1,2671,35,9
1,2672,39,9
1,2673,18,9
1,2674,18,9
1,2675,2,9
1,2676,2,9
1,2677,8,9
1,2678,14,9
1,2679,6,9
1,2680,38,9
1,2681,15,9
1,2682,23,8
1,2683,36,8
1,2684,21,8
1,2685,39,8
1,2686,16,8
1,2687,34,8
1,2688,22,8
1,2689,12,8
1,2690,32,8
1,2691,31,8
1,2692,33,8
1,2693,25,8
1,2694,12,8
1,2695,3,8
1,2696,28,8
1,2697,36,8
1,2698,31,8
1,2699,20,8
1,2700,33,8
1,2701,6,8
1,2702,18,8
1,2703,31,8
1,2704,17,8
1,2705,16,8
1,2706,16,8
1,2707,16,8
1,2708,12,8
1,2709,35,8
1,2710,36,8
1,2711,32,8
1,2712,31,8
1,2713,12,8
1,2714,29,8
1,2715,24,8
1,2716,36,8
1,2717,38,8
1,2718,31,8
1,2719,10,8
1,2720,20,8
1,2721,31,8
1,2722,8,8
1,2723,17,8
1,2724,8,8
1,2725,6,8
1,2726,36,8
1,2727,34,8
1,2728,38,8
1,2729,2,8
1,2730,33,8
1,2731,32,8
1,2732,34,8
1,2733,8,8
1,2734,12,8
1,2735,19,8
1,2736,31,8
1,2737,36,8
1,2738,39,8
1,2739,38,8
1,2740,21,8
1,2741,14,8
1,2742,2,8
1,2743,17,8
1,2744,12,8
1,2745,31,8
1,2746,20,8
1,2747,38,8
1,2748,16,8
1,2749,12,8
1,2750,29,8
1,2751,17,8
1,2752,38,8
1,2753,29,8
1,2754,2,8
1,2755,22,8
1,2756,14,8
1,2757,12,8
1,2758,11,8
1,2759,22,8
1,2760,29,8
1,2761,3,8
1,2762,32,8
1,2763,35,8
1,2764,12,8
1,2765,16,8
1,2766,29,9
1,2767,17,8
1,2768,16,8
1,2769,7,8
1,2770,35,8
1,2771,12,8
1,2772,34,8
1,2773,37,8
1,2774,36,8
1,2775,39,8
1,2776,17,8
1,2777,7,8
1,2778,12,8
1,2779,39,8
1,2780,39,8
1,2781,20,8
1,2782,35,8
1,2783,15,8
1,2784,7,8
1,2785,29,8
1,2786,34,8
1,2787,13,8
1,2788,24,8
1,2789,5,8
1,2790,29,8
1,2791,25,8
1,2792,34,8
1,2793,9,8
1,2794,35,8
1,2795,1,8
1,2796,2,8
1,2797,34,8
1,2798,16,8
1,2799,29,8
1,2800,22,8
1,2801,18,8
1,2802,14,8
1,2803,7,8
1,2804,29,8
1,2805,6,8
1,2806,38,8
1,2807,33,8
1,2808,14,8
1,2809,25,8
1,2810,4,8
1,2811,36,8
1,2812,32,8
1,2813,6,8
1,2814,31,8
1,2815,19,8
1,2816,25,8
1,2817,0,8
1,2818,6,8
1,2819,25,8
1,2820,35,8
1,2821,31,8
1,2822,36,8
1,2823,38,8
1,2824,38,8
1,2825,2,8
1,2826,11,8
1,2827,31,8
1,2828,14,8
1,2829,12,8
1,2830,22,8
1,2831,19,8
1,2832,16,8
1,2833,36,8
1,2834,39,8
1,2835,5,8
1,2836,19,8
1,2837,1,8
1,2838,35,8
1,2839,38,8
1,2840,16,8
1,2841,27,8
1,2842,34,8
1,2843,20,8
1,2844,12,8
1,2845,29,8
1,2846,31,8
1,2847,14,8
1,2848,35,8
1,2849,28,8
1,2850,29,8
1,2851,31,8
1,2852,20,8
1,2853,36,8
1,2854,34,8
1,2855,12,8
1,2856,2,8
1,2857,36,8
1,2858,29,8
1,2859,15,8
1,2860,16,8
1,2861,35,8
1,2862,31,8
1,2863,14,8
1,2864,36,8
1,2865,35,8
1,2866,22,8
1,2867,29,8
1,2868,17,8
1,2869,39,8
1,2870,26,8
1,2871,12,8
1,2872,20,8
1,2873,12,8
1,2874,36,8
1,2875,33,8
1,2876,20,9
1,2877,34,8
1,2878,39,8
1,2879,2,8
1,2880,16,8
1,2881,12,8
1,2882,16,8
1,2883,7,8
1,2884,14,8
1,2885,25,8
1,2886,38,8
1,2887,38,8
1,2888,28,8
1,2889,2,8
1,2890,19,8
1,2891,29,8
1,2892,28,8
1,2893,33,8
1,2894,27,8
1,2895,19,8
1,2896,14,8
1,2897,6,8
1,2898,20,8
1,2899,8,8
1,2900,38,8
1,2901,6,8
1,2902,14,8
1,2903,1,8
1,2904,8,8
1,2905,32,8
1,2906,33,8
1,2907,14,8
1,2908,21,8
1,2909,14,8
1,2910,6,8
1,2911,0,8
1,2912,34,8
1,2913,19,8
1,2914,7,8
1,2915,32,8
1,2916,21,8
1,2917,39,8
1,2918,36,8
1,2919,8,8
1,2920,32,8
1,2921,6,8
1,2922,22,8
1,2923,34,8
1,2924,15,8
1,2925,16,11
1,2926,33,8
1,2927,25,8
1,2928,12,8
1,2929,7,8
1,2930,19,8
1,2931,14,8
1,2932,35,8
1,2933,28,8
1,2934,32,8
1,2935,2,8
1,2936,15,8
1,2937,16,8
1,2938,19,8
1,2939,35,8
1,2940,36,8
1,2941,14,8
1,2942,6,8
1,2943,31,8
1,2944,20,8
1,2945,22,8
1,2946,38,8
1,2947,18,8
1,2948,29,8
1,2949,36,8
1,2950,20,7
1,2951,14,7
1,2952,2,7
1,2953,17,7
1,2954,2,7
1,2955,22,7
1,2956,22,7
1,2957,29,7
1,2958,31,7
1,2959,29,7
1,2960,0,7
1,2961,2,7
1,2962,16,7
1,2963,16,7
1,2964,22,7
1,2965,35,7
1,2966,36,7
1,2967,20,7
1,2968,10,7
1,2969,8,7
1,2970,19,7
1,2971,32,7
1,2972,7,7
1,2973,21,7
1,2974,5,7
1,2975,29,7
1,2976,19,7
1,2977,17,7
1,2978,10,7
1,2979,6,7
1,2980,29,7
1,2981,29,7
1,2982,16,7
1,2983,36,7
1,2984,6,7
1,2985,38,7
1,2986,16,7
1,2987,39,7
1,2988,17,7
1,2989,25,7
1,2990,8,7
1,2991,28,7
1,2992,28,7
1,2993,8,7
1,2994,12,7
1,2995,14,7
1,2996,25,7
1,2997,31,7
1,2998,22,7
1,2999,12,7
1,3000,6,7
1,3001,8,7
1,3002,18,7
1,3003,12,7
1,3004,32,7
1,3005,21,7
1,3006,16,7
1,3007,22,7
1,3008,26,7
1,3009,14,7
1,3010,38,7
1,3011,18,7
1,3012,18,7
1,3013,21,7
1,3014,7,7
1,3015,35,7
1,3016,39,8
1,3017,39,7
1,3018,11,7
1,3019,29,7
1,3020,36,7
1,3021,2,7
1,3022,2,7
1,3023,12,7
1,3024,39,7
1,3025,36,7
1,3026,31,7
1,3027,35,7
1,3028,29,7
1,3029,8,7
1,3030,6,7
1,3031,6,7
1,3032,35,7
1,3033,25,7
1,3034,39,7
1,3035,39,7
1,3036,31,7
1,3037,29,7
1,3038,25,7
1,3039,35,7
1,3040,35,7
1,3041,39,7
1,3042,30,7
1,3043,22,7
1,3044,31,7
1,3045,12,7
1,3046,34,7
1,3047,31,7
1,3048,25,7
1,3049,18,7
1,3050,16,7
1,3051,20,7
1,3052,2,7
1,3053,29,7
1,3054,7,7
1,3055,21,7
1,3056,28,7
1,3057,15,7
1,3058,25,7
1,3059,16,7
1,3060,16,7
1,3061,16,7
1,3062,16,7
1,3063,39,7
1,3064,35,7
1,3065,29,7
1,3066,6,7
1,3067,0,7
1,3068,10,7
1,3069,35,7
1,3070,6,7
1,3071,35,7
1,3072,36,7
1,3073,4,7
1,3074,28,7
1,3075,35,7
1,3076,32,8
1,3077,7,7
1,3078,0,7
1,3079,39,7
1,3080,1,7
1,3081,12,7
1,3082,21,7
1,3083,33,7
1,3084,25,7
1,3085,14,7
1,3086,8,7
1,3087,36,7
1,3088,24,7
1,3089,7,7
1,3090,34,7
1,3091,6,7
1,3092,17,7
1,3093,8,7
1,3094,19,7
1,3095,25,7
1,3096,29,13
1,3097,38,7
1,3098,28,7
1,3099,28,7
1,3100,8,7
1,3101,16,7
1,3102,20,7
1,3103,2,7
1,3104,38,7
1,3105,22,7
1,3106,29,7
1,3107,20,7
1,3108,25,7
1,3109,24,7
1,3110,11,7
1,3111,25,7
1,3112,38,7
1,3113,6,7
1,3114,19,7
1,3115,31,7
1,3116,35,7
1,3117,17,7
1,3118,39,7
1,3119,27,7
1,3120,29,7
1,3121,33,7
1,3122,38,7
1,3123,20,7
1,3124,32,7
1,3125,32,7
1,3126,34,7
1,3127,28,7
1,3128,36,7
1,3129,22,7
1,3130,24,7
1,3131,14,7
1,3132,14,7
1,3133,19,7
1,3134,29,7
1,3135,13,7
1,3136,20,7
1,3137,12,7
1,3138,8,7
1,3139,34,7
1,3140,31,7
1,3141,15,7
1,3142,32,7
1,3143,31,7
1,3144,18,7
1,3145,14,7
1,3146,24,7
1,3147,11,7
1,3148,17,7
1,3149,2,7
1,3150,34,7
1,3151,39,7
1,3152,20,7
1,3153,28,7
1,3154,38,7
1,3155,32,7
1,3156,28,7
1,3157,7,7
1,3158,29,7
1,3159,7,7
1,3160,31,7
1,3161,2,7
1,3162,12,7
1,3163,38,7
1,3164,7,7
1,3165,35,7
1,3166,39,7
1,3167,6,7
1,3168,38,7
1,3169,2,7
1,3170,8,7
1,3171,18,7
1,3172,28,7
1,3173,5,7
1,3174,35,7
1,3175,9,7
1,3176,17,7
1,3177,12,7
1,3178,14,7
1,3179,31,7
1,3180,15,7
1,3181,36,7
1,3182,22,7
1,3183,34,7
1,3184,15,7
1,3185,22,7
1,3186,4,7
1,3187,38,7
1,3188,17,7
1,3189,27,7
1,3190,29,7
1,3191,18,7
1,3192,30,7
